measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,1993,638419.5434218331,836408.2033304132,475285.10357743345
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,1993,1013382.026680269,1323688.0299342354,756691.9209672608
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,1993,1651801.5701021024,2169740.655302515,1231724.3525560866
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,1993,0.04308704790493685,0.056303634250499,0.03210313455798985
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,1993,0.06213793423500141,0.08120332878805157,0.046422052766380825
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,1993,0.053068943921870775,0.06970186247658779,0.039597298540900334
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,1993,4253.457726753892,5572.553302656963,3166.577710617939
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,1993,6191.046984536245,8086.797052279544,4622.852105315035
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,1993,5264.214090060898,6914.861649341719,3925.447710644864
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,1994,661956.5894909933,868391.1650635817,491976.87985057104
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,1994,1047319.6153755846,1371647.4222020758,779928.1240851026
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,1994,1709276.2048665779,2246037.3551697438,1272252.9294455266
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,1994,0.04322352950220181,0.05655236726905478,0.0321147303100852
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,1994,0.06232277705250746,0.08157822233820126,0.04640248808315617
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,1994,0.05321614493558771,0.06993266614571426,0.03957396359678435
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,1994,4267.048269749782,5597.749274162895,3171.33952173134
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,1994,6209.6967506858655,8132.679284995884,4624.29717423269
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,1994,5278.950091271247,6936.689966966138,3929.2419205828837
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,1995,684543.7857235547,892731.5823046645,510829.2067846299
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,1995,1081323.5180764634,1411387.0238805402,806832.5020875651
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,1995,1765867.3038000183,2312712.209937917,1311166.935425435
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,1995,0.043299787236129664,0.05642092451140668,0.03235358771603573
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,1995,0.06252163030835821,0.08162916592276447,0.046636586173154956
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,1995,0.05334203972825228,0.06985410519561472,0.03965664796959404
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,1995,4274.755533525766,5574.821291199641,3189.9639203956267
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,1995,6229.748663481692,8131.318961152429,4648.34401315423
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,1995,5291.613829436858,6930.2941887421075,3929.0546199406367
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,1996,706041.7037347348,923403.2919974923,532077.4922209923
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,1996,1113801.0737702572,1443836.9565360167,833694.4949528823
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,1996,1819842.777504992,2368784.5037341826,1362829.4350550047
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,1996,0.04331233711691965,0.05657177653432452,0.03254972606859186
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,1996,0.062660755497493,0.08122746429649584,0.046927122210402385
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,1996,0.053404973788407896,0.06955581216942047,0.04000521853047149
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,1996,4276.045897345837,5592.466900262599,3222.4552255859962
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,1996,6243.729103269318,8093.839230540395,4673.511907967895
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,1996,5297.899280988367,6895.970286155825,3967.4488221375404
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,1997,725217.0507594727,941891.2362230882,546584.6574795756
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,1997,1143314.701093732,1479006.0205550278,854828.6293451124
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,1997,1868531.7518532046,2421791.066358241,1402963.4410052835
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,1997,0.04326297121768251,0.056153992833014116,0.03265003655066329
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,1997,0.06266483648084625,0.08106843903631836,0.04685059270123779
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,1997,0.05337452364695595,0.06916664945665081,0.040072022900603736
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,1997,4271.080617796251,5547.157776960248,3219.0461243306963
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,1997,6244.116321234927,8077.466005919267,4668.574095344466
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,1997,5294.793861011517,6862.54566350743,3975.5290255522295
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,1998,741129.3366338053,960303.9515295463,563368.010345402
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,1998,1168661.3286242983,1506911.0954678613,879657.4673365561
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,1998,1909790.6652581035,2477820.044679668,1446284.0347899357
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,1998,0.04315567236880074,0.05578078610348808,0.03278984018362441
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,1998,0.06251911550614705,0.08056980999640878,0.0470453912429158
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,1998,0.05324752543649963,0.06902790856955243,0.040285849493756305
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,1998,4260.226270623957,5520.105492884574,3238.4026364463252
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,1998,6229.415713807607,8032.417457047833,4688.913644678471
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,1998,5281.96136912461,6852.976084618071,4000.0281389529637
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,1999,755979.2296644904,979043.8515699855,574605.7537622716
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,1999,1194276.961928033,1548368.8400103792,898906.9734203735
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,1999,1950256.1915925236,2528969.139064374,1472485.823654661
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,1999,0.043019052928014806,0.0556953153823212,0.03277057120742738
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,1999,0.06233694388487877,0.08074045318446849,0.04697148920543252
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,1999,0.05309483526939045,0.0688315200334972,0.040172806887610664
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,1999,4246.249159407073,5499.177713647954,3227.4950199179
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,1999,6210.989994625215,8052.490067101728,4674.880614794284
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,1999,5266.421214022441,6829.162640781611,3976.2625097525893
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,2000,773278.9092537916,998131.1164953752,585074.5380848799
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,2000,1223669.247929913,1574997.1118680763,922490.6270788347
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,2000,1996948.1571837051,2582038.2578524165,1511306.2616773257
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,2000,0.042906182959006806,0.055325037809012344,0.03245967902306017
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,2000,0.06217187608710718,0.07998860336495217,0.046931250426976545
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,2000,0.05296295766624998,0.06846322891863933,0.040108938865642034
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,2000,4234.378161308552,5465.640600348258,3203.7946685950656
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,2000,6194.17520365472,7972.585788737422,4669.6185080422065
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,2000,5252.765179887203,6791.784055681975,3975.334501762865
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,2001,795021.4859277704,1029311.1600349228,600395.6603956809
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,2001,1257846.8741363399,1624263.2326501824,948609.4178219682
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,2001,2052868.3600641103,2653494.1337359175,1550415.0075263355
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,2001,0.04283195868524069,0.05543516567156909,0.03232359792089657
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,2001,0.06200770147989731,0.08003998184996482,0.04675216469166188
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,2001,0.0528452726656308,0.06829833039059696,0.039887156161735604
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,2001,4225.618807770081,5470.891886419241,3191.163056066165
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,2001,6177.156628027971,7976.589678386946,4658.523285461202
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,2001,5239.9569348562245,6773.057278371035,3957.4421958254907
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,2002,819886.6597652475,1060037.2158696526,619890.0486448273
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,2002,1295723.259282176,1673954.6120556467,981930.0639787439
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,2002,2115609.919047423,2728393.6803153018,1608539.8688639738
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,2002,0.042789728146959805,0.05530459938010577,0.0323472179271748
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,2002,0.06188116376190187,0.07993882859495148,0.04684849814181878
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,2002,0.05275865725896809,0.06810206464774173,0.04008387834473405
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,2002,4219.076571330551,5454.8737059518235,3189.9086902904187
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,2002,6163.430106581784,7962.581653979828,4670.794689783663
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,2002,5229.460142963464,6744.166718572868,3976.06149264952
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,2003,843900.708594645,1098062.3865032708,640712.3908522415
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,2003,1330285.644193445,1715439.2487893857,1001474.146704785
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,2003,2174186.3527880907,2813725.0426131454,1646012.7359505494
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,2003,0.04277424689805464,0.055600908826422074,0.03250306170555016
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,2003,0.06171392941319238,0.07952905786951987,0.04652579400033307
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,2003,0.0526630051174994,0.0681464509895818,0.03988835969271175
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,2003,4214.850817212739,5484.257922725543,3200.0294782061214
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,2003,6145.491721324104,7924.777470075892,4626.488382069171
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,2003,5217.804299578441,6752.625692067044,3950.246638145808
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,2004,867024.5672683304,1124887.9903150534,657977.2399076071
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,2004,1362972.606520133,1749738.7611914226,1027643.9000820834
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,2004,2229997.173788463,2874681.4775599544,1682689.5128868048
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,2004,0.04276117854975328,0.05542805795117614,0.03246674719672215
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,2004,0.06156250659335292,0.07898344553477055,0.046441001229606094
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,2004,0.052574831408410135,0.06772595151861628,0.03970583286855232
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,2004,4210.913817472353,5463.2896925288605,3195.6250788125367
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,2004,6129.163595029334,7868.415744089849,4621.220962847011
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,2004,5206.935962393389,6712.242751637215,3928.9989427689047
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,2005,890443.0318905583,1160286.272676277,674208.4796182545
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,2005,1395141.8943446372,1790595.2644053749,1054811.5158305168
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,2005,2285584.9262351952,2954699.719216294,1723252.314114265
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,2005,0.04275859027710786,0.055558563969668774,0.03234687240966036
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,2005,0.061419716976672915,0.07876595030123765,0.04642802021873203
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,2005,0.05249411311424552,0.06785363864607652,0.0395756573607981
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,2005,4208.539687933787,5483.911550809959,3186.540904689411
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,2005,6113.97774954845,7846.986496068138,4622.536362715057
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,2005,5197.240282177009,6718.754672460507,3918.5401690682056
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,2006,910179.8218093216,1188059.381734445,692465.5860981349
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,2006,1422916.3440692562,1829755.4995346826,1077584.237042649
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,2006,2333096.1658785776,3027866.214489772,1763659.069707629
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,2006,0.04264453363736824,0.05553928896798736,0.03236784612588667
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,2006,0.06116349892228435,0.07859332588095486,0.04631041270385814
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,2006,0.052302660274123204,0.06790093761601265,0.03961606098364439
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,2006,4195.319354303082,5476.158006166011,3191.8025492713455
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,2006,6087.536056596059,7828.079721340364,4610.132510149452
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,2006,5176.676471503846,6718.233058991003,3913.208783861589
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,2007,930233.5170074132,1208357.5714383754,702453.72601094
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,2007,1449755.830525168,1863165.9830445447,1100926.5467674262
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,2007,2379989.347532581,3085622.9587912317,1801899.830707269
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,2007,0.04248625815499222,0.055183173836839954,0.03212180810482904
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,2007,0.0608013127379873,0.07814307549650584,0.04614931142565041
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,2007,0.0520339927703681,0.06753329600917232,0.03936424409226721
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,2007,4176.815090018833,5425.612006283036,3154.067520896548
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,2007,6050.264109878584,7775.548158256132,4594.495316571098
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,2007,5147.7905821922595,6674.0386144708455,3897.413653630534
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,2008,950852.1194230759,1239485.178904793,727801.8172046901
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,2008,1478893.3573291802,1913926.3192688555,1119710.3651011803
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,2008,2429745.476752256,3160575.23486714,1839828.8971992454
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,2008,0.04225295283837801,0.05494691369785465,0.032237067627847324
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,2008,0.06040839941110902,0.07811963798194833,0.045686350305832756
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,2008,0.0517127451903883,0.06722790265024156,0.039244540216255945
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,2008,4150.492707055215,5410.383055851789,3176.8726942759654
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,2008,6009.774152393007,7777.616192623425,4550.163388727552
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,2008,5113.368180203032,6651.390029012164,3871.8963076460113
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,2009,973654.0666307114,1262327.142283846,740998.0909681601
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,2009,1510508.1117997933,1936480.129901926,1146413.9922460457
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,2009,2484162.178430504,3208349.921984339,1887942.684388958
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,2009,0.04205861886072286,0.054594410953399786,0.032023941176158734
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,2009,0.0600425558144601,0.07691782270694524,0.045544839147284494
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,2009,0.05142419020095789,0.06636281488459647,0.039142176689058235
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,2009,4127.8653290625325,5351.712300241848,3141.5062427599505
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,2009,5971.9105537869955,7656.023846956284,4532.436314523194
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,2009,5082.071337878511,6563.606564005783,3862.332132418364
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,2010,1000176.4093174752,1297525.1418852631,759993.9025639582
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,2010,1546757.6712681865,1985583.21260989,1178384.8362482332
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,2010,2546934.0805856613,3299773.0172706256,1941776.2844357907
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,2010,0.041949970089934494,0.054456001007995886,0.03193425228089919
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,2010,0.05979062812856302,0.07670071051990003,0.04563918805482619
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,2010,0.0512340539754451,0.0663423356033466,0.03906973580165909
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,2010,4114.136796755099,5337.254389540991,3126.167394791461
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,2010,5945.655872744642,7632.478382472001,4529.649894186788
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,2010,5060.907070880364,6556.84209603299,3858.423114629322
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,2011,1030979.3980104434,1340466.3813557408,778350.3017141697
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,2011,1588154.4865161285,2053991.066042587,1202761.4228640387
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,2011,2619133.884526572,3390759.1450026813,1989678.7926502884
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,2011,0.041937571372893646,0.0546750793561177,0.03168326897008424
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,2011,0.059665709434326884,0.07711174455744611,0.04519905403515301
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,2011,0.051153695799106294,0.0661699622147753,0.03879905961521703
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,2011,4109.8304892946235,5343.549652496985,3102.765979135656
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,2011,5932.083501342735,7672.078892970381,4492.561179155046
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,2011,5050.589906015691,6538.548492177013,3836.7842460216484
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,2012,1065726.4461205185,1386043.40707227,805205.6916447307
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,2012,1634750.7993120672,2111121.225548706,1235457.3576179983
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,2012,2700477.2454325864,3499596.0985238566,2034416.2272491239
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,2012,0.04201239163825509,0.054665294285647315,0.03172458103902682
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,2012,0.05966596607098231,0.0769944707467718,0.04512549318910735
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,2012,0.05117892747499052,0.06643063746010502,0.03862235061944964
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,2012,4113.440194118906,5349.784348693775,3107.8945902128726
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,2012,5930.76912623402,7659.009918508973,4482.1585995999585
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,2012,5050.236779773382,6544.690928616016,3804.617748066047
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Number,2013,1099197.1875016084,1438379.9683024622,830555.8360059791
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Number,2013,1681311.032529779,2176402.0967017086,1264751.1000836173
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Number,2013,2780508.220031387,3615137.2057656418,2098878.042230754
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Percent,2013,0.042034544622447184,0.05500390915879085,0.03179050649488133
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Percent,2013,0.05965942727346905,0.07719969015260832,0.04488506674554198
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Percent,2013,0.051176493695943494,0.0665781584381628,0.03865470608927395
Prevalence,World Bank Low Income,Male,20-24 years,Depressive disorders,Rate,2013,4111.436006849969,5380.114924285874,3106.6101775750444
Prevalence,World Bank Low Income,Female,20-24 years,Depressive disorders,Rate,2013,5928.659803199251,7674.4560504663505,4459.781006037601
Prevalence,World Bank Low Income,Both,20-24 years,Depressive disorders,Rate,2013,5046.829639112059,6561.743449659299,3809.620067331464
